premise	hypothesis	label	premise_processed	hypothesis_processed	label_id	reasoning
جمال‌الدین محمدبن عبدالرزاق اصفهانی یا اسپهانی شاعر سده ششم هجری بود که در حدود سال ۵۸۸ هجری قمری درگذشت.	شعر جمال الدین عبدالرزاق اصفهانی از حکمت و اخلاق بهره بسیار دارد .	n	جمال‌الدین محمدبن عبدالرزاق اصفهانی یا اسپهانی شاعر سده ششم هجری بود که در حدود سال ۵۸۸ هجری قمری درگذشت.	شعر جمال‌الدین عبدالرزاق اصفهانی از حکمت و اخلاق بهره بسیار دارد.	2	چون اطلاعات موجود در متن تنها به تاریخ و هویت جمال‌الدین اصفهانی اشاره دارد و هیچ اشاره‌ای به محتوای اشعار او یا ویژگی‌های آن‌ها نمی‌کند، بنابراین نمی‌توان به طور قطع گفت که اشعار او از حکمت و اخلاق بهره‌مند است.
علی بن مهزیار در مکتب اهل بیت، به ویژه امام جواد (ع)، زانوی شاگردی بر زمین زد و ویژه‌ترین نماینده آن حضرت به شمار می‌آمد.	علی بن مهزیار از شاگردان و دست‌پروردگان امام جواد (ع) بوده است.	e	علی بن مهزیار در مکتب اهل‌بیت، به ویژه امام جواد (ع)، زانوی شاگردی بر زمین زد و ویژه‌ترین نماینده آن حضرت به شمار می‌آمد.	علی بن مهزیار از شاگردان و دست‌پروردگان امام جواد (ع) بوده است.	0	چون متن به وضوح بیان می‌کند که علی بن مهزیار زانوی شاگردی بر زمین زد و نماینده ویژه امام جواد (ع) بود، بنابراین فرضیه که او از شاگردان و دست‌پروردگان آن حضرت بوده است، به طور منطقی از متن نتیجه‌گیری می‌شود.
علی بن مهزیار در مکتب اهل بیت، به ویژه امام جواد (ع)، زانوی شاگردی بر زمین زد و ویژه‌ترین نماینده آن حضرت به شمار می‌آمد.	برجسته ترین شاگرد و اصحاب امام جواد که دست‌پروده وی بود، اویس قرنی بود.	c	علی بن مهزیار در مکتب اهل‌بیت، به ویژه امام جواد (ع)، زانوی شاگردی بر زمین زد و ویژه‌ترین نماینده آن حضرت به شمار می‌آمد.	برجسته‌ترین شاگرد و اصحاب امام جواد که دست‌پروده وی بود، اویس قرنی بود.	1	چون فرضیه به اویس قرنی به عنوان برجسته‌ترین شاگرد امام جواد اشاره دارد، در حالی که متن به علی بن مهزیار به عنوان نماینده ویژه آن حضرت اشاره می‌کند و این دو نفر نمی‌توانند همزمان برجسته‌ترین شاگرد باشند.
علی بن مهزیار در مکتب اهل بیت، به ویژه امام جواد (ع)، زانوی شاگردی بر زمین زد و ویژه‌ترین نماینده آن حضرت به شمار می‌آمد.	علی بن مهزیار بیش از سی کتاب و رساله در زمینه‌های مختلف دارد.	n	علی بن مهزیار در مکتب اهل‌بیت، به ویژه امام جواد (ع)، زانوی شاگردی بر زمین زد و ویژه‌ترین نماینده آن حضرت به شمار می‌آمد.	علی بن مهزیار بیش از سی کتاب و رساله در زمینه‌های مختلف دارد.	2	چون اطلاعات موجود در متن درباره فعالیت‌های علی بن مهزیار و ارتباط او با امام جواد (ع) است و هیچ اشاره‌ای به تعداد کتاب‌ها و رساله‌های او نمی‌کند، بنابراین فرضیه نمی‌تواند به طور قطعی از متن نتیجه‌گیری شود.
عامُ الحُزْن به معنای سال غم و اندوه، بر اساس نقل مشهور دهمین سال بعثت است که در آن وفات حضرت خدیجه همسر پیامبر (ص) و ابوطالب عموی پیامبر (ص) روی داد.	سال نهم بعثت، به دلیل وفات ابوطالب و خدیجه در آن سال، عام الوفود نام گرفت.	c	عام الحزن به معنای سال غم و اندوه، بر اساس نقل مشهور دهمین سال بعثت است که در آن وفات حضرت خدیجه همسر پیامبر (ص) و ابوطالب عموی پیامبر (ص) روی داد.	سال نهم بعثت، به دلیل وفات ابوطالب و خدیجه در آن سال، عام الوفود نام گرفت.	1	چون فرضیه به سال نهم بعثت اشاره دارد در حالی که متن به سال دهم بعثت و وقایع آن اشاره می‌کند، بنابراین اطلاعات ارائه شده در فرضیه با متن تناقض دارد.
عامُ الحُزْن به معنای سال غم و اندوه، بر اساس نقل مشهور دهمین سال بعثت است که در آن وفات حضرت خدیجه همسر پیامبر (ص) و ابوطالب عموی پیامبر (ص) روی داد.	پس از وفات ابوطالب و خدیجه، مصیبت‌ها از هر سوی بر پیامبر به شدت فزونی گرفت.	n	عام الحزن به معنای سال غم و اندوه، بر اساس نقل مشهور دهمین سال بعثت است که در آن وفات حضرت خدیجه همسر پیامبر (ص) و ابوطالب عموی پیامبر (ص) روی داد.	پس از وفات ابوطالب و خدیجه، مصیبت‌ها از هر سوی بر پیامبر به شدت فزونی گرفت.	2	چون فرضیه به افزایش مصیبت‌ها پس از وفات ابوطالب و خدیجه اشاره دارد، اما متن فقط به وقوع این وفات‌ها اشاره کرده و به جزئیات وضعیت پیامبر پس از آن نمی‌پردازد، بنابراین ارتباط مستقیمی بین متن و فرضیه وجود ندارد.
مهم‌ترین مهارت معنوی ارائه شده در قرآن برای غلبه نمودن بر نَفْس، مدد جستن از نیروی ایمان است.	از دیدگاه قرآن کریم عامل اساسی در مهار نفس، دسترسی به نیروی ایمان است.	e	مهم‌ترین مهارت معنوی ارائه‌شده در قرآن برای غلبه نمودن بر نفس، مدد جستن از نیروی ایمان است.	از دیدگاه قرآن کریم عامل اساسی در مهار نفس، دسترسی به نیروی ایمان است.	0	چون فرضیه به‌طور مستقیم به نکته‌ای اشاره دارد که در متن بیان شده است، یعنی نیروی ایمان به‌عنوان عامل اصلی برای غلبه بر نفس در قرآن معرفی شده است.
مهم‌ترین مهارت معنوی ارائه شده در قرآن برای غلبه نمودن بر نَفْس، مدد جستن از نیروی ایمان است.	خودشناسی اصلی‌ترین روش معرفی شده در قرآن است که می‌توان با آن بر نفس چیره شد.	c	مهم‌ترین مهارت معنوی ارائه‌شده در قرآن برای غلبه نمودن بر نفس، مدد جستن از نیروی ایمان است.	خودشناسی اصلی‌ترین روش معرفی‌شده در قرآن است که می‌توان با آن بر نفس چیره شد.	1	چون فرضیه به خودشناسی به‌عنوان اصلی‌ترین روش اشاره دارد، در حالی که متن بر نیروی ایمان تأکید می‌کند و این دو مفهوم با یکدیگر تناقض دارند.
مهم‌ترین مهارت معنوی ارائه شده در قرآن برای غلبه نمودن بر نَفْس، مدد جستن از نیروی ایمان است.	چنین نیست که هر کسی به چیزی علم دارد، ایمان به آن نیز دارد.	n	مهم‌ترین مهارت معنوی ارائه‌شده در قرآن برای غلبه نمودن بر نفس، مدد جستن از نیروی ایمان است.	چنین نیست که هر کسی به چیزی علم دارد، ایمان به آن نیز دارد.	2	چون فرضیه به ارتباط بین علم و ایمان اشاره دارد و هیچ ارتباط مستقیمی با مهارت معنوی ذکر شده در متن ندارد، بنابراین نمی‌توان به طور قطعی نتیجه‌گیری کرد که فرضیه درست یا نادرست است.
بحار الانوار بزرگترین منبع حدیث و از گنجینه‌های با ارزش در تشیع به زبان عربی به تألیف علامه مجلسی است. مؤلف، کتاب را بر اساس ۲۵ موضوع کلی طراحی و آن را در ۱۱۰ جلد جای داده است.	بحار الانوار از گنجینه‌های گرانقدر شیعه است و در صد و ده جلد جمع‌آوری شده است.	e	بحار الانوار بزرگترین منبع حدیث و از گنجینه‌های با ارزش در تشیع به زبان عربی به تألیف علامه مجلسی است. مؤلف، کتاب را بر اساس ۲۵ موضوع کلی طراحی و آن را در ۱۱۰ جلد جای داده است.	بحار الانوار از گنجینه‌های گرانقدر شیعه است و در صد و ده جلد جمع‌آوری شده است.	0	"چون فرضیه به درستی بیان می‌کند که ""بحار الانوار"" از گنجینه‌های گرانقدر شیعه است و همچنین به تعداد جلدهای آن اشاره می‌کند که با متن اصلی مطابقت دارد."
بحار الانوار بزرگترین منبع حدیث و از گنجینه‌های با ارزش در تشیع به زبان عربی به تألیف علامه مجلسی است. مؤلف، کتاب را بر اساس ۲۵ موضوع کلی طراحی و آن را در ۱۱۰ جلد جای داده است.	تنها کتاب ۱۱۰ جلدی که توسط علامه مجلسی برای شیعیان تألیف شده است، وسائل الشیعه است.	c	بحار الانوار بزرگترین منبع حدیث و از گنجینه‌های با ارزش در تشیع به زبان عربی به تألیف علامه مجلسی است. مؤلف، کتاب را بر اساس ۲۵ موضوع کلی طراحی و آن را در ۱۱۰ جلد جای داده است.	تنها کتاب ۱۱۰ جلدی که توسط علامه مجلسی برای شیعیان تألیف شده است، وسائل الشیعه است.	1	چون فرضیه بیان می‌کند که تنها کتاب ۱۱۰ جلدی تألیف شده توسط علامه مجلسی، وسائل الشیعه است، در حالی که متن به وضوح اشاره می‌کند که بحار الانوار نیز ۱۱۰ جلد دارد و تألیف علامه مجلسی است.
بحار الانوار بزرگترین منبع حدیث و از گنجینه‌های با ارزش در تشیع به زبان عربی به تألیف علامه مجلسی است. مؤلف، کتاب را بر اساس ۲۵ موضوع کلی طراحی و آن را در ۱۱۰ جلد جای داده است.	تألیف کتاب بحار الانوار که مجموعه‌ای از تعالیم شیعه است، حدود ۳۰ سال طول کشیده است.	n	بحار الانوار بزرگترین منبع حدیث و از گنجینه‌های با ارزش در تشیع به زبان عربی به تألیف علامه مجلسی است. مؤلف، کتاب را بر اساس ۲۵ موضوع کلی طراحی و آن را در ۱۱۰ جلد جای داده است.	تألیف کتاب بحار الانوار که مجموعه‌ای از تعالیم شیعه است، حدود ۳۰ سال طول کشیده است.	2	چون متن فقط به معرفی کتاب بحار الانوار و ساختار آن می‌پردازد و هیچ اشاره‌ای به مدت زمان تألیف آن ندارد، بنابراین نمی‌توان به طور قطعی تأیید یا رد کرد که تألیف آن ۳۰ سال طول کشیده است.
اولین نماز جمعه‌اى که رسول خدا (ص) با اصحابش تشکیل دادند، هنگامى بود که به مدینه هجرت کرد. حضرت ابتدا مسجد قبا را بنیان نهادند که این اولین مسجد ساخته شده توسط پیامبر بود، سپس نخستین مراسم نماز جمعه در تاریخ اسلام را در آنجا برپا داشت.	اولین مسجدی که به دست پیامبر ساخته شد مسجد قبا بود و اولین نماز جمعه اسلام در جریان هجرت به مدینه اقامه گردید.	e	اولین نماز جمعه‌ای که رسول خدا (ص) با اصحابش تشکیل دادند، هنگامی بود که به مدینه هجرت کرد. حضرت ابتدا مسجد قبا را بنیان نهادند که این اولین مسجد ساخته‌شده توسط پیامبر بود، سپس نخستین مراسم نماز جمعه در تاریخ اسلام را در آنجا برپا داشت.	اولین مسجدی که به دست پیامبر ساخته شد مسجد قبا بود و اولین نماز جمعه اسلام در جریان هجرت به مدینه اقامه گردید.	0	چون متن به وضوح بیان می‌کند که مسجد قبا اولین مسجد ساخته‌شده توسط پیامبر است و همچنین اولین نماز جمعه در تاریخ اسلام در آنجا برپا شده است، بنابراین فرضیه نیز این اطلاعات را به درستی منتقل می‌کند.
اولین نماز جمعه‌اى که رسول خدا (ص) با اصحابش تشکیل دادند، هنگامى بود که به مدینه هجرت کرد. حضرت ابتدا مسجد قبا را بنیان نهادند که این اولین مسجد ساخته شده توسط پیامبر بود، سپس نخستین مراسم نماز جمعه در تاریخ اسلام را در آنجا برپا داشت.	نخستین مسجدی که نبی اکرم (ص) ساخت، مسجد النبی نام دارد و در جریان هجرت به حبشه، اولین نماز جمعه در اسلام برگزار شد.	c	اولین نماز جمعه‌ای که رسول خدا (ص) با اصحابش تشکیل دادند، هنگامی بود که به مدینه هجرت کرد. حضرت ابتدا مسجد قبا را بنیان نهادند که این اولین مسجد ساخته‌شده توسط پیامبر بود، سپس نخستین مراسم نماز جمعه در تاریخ اسلام را در آنجا برپا داشت.	نخستین مسجدی که نبی اکرم (ص) ساخت، مسجد النبی نام دارد و در جریان هجرت به حبشه، اولین نماز جمعه در اسلام برگزار شد.	1	چون فرضیه ادعا می‌کند که نخستین مسجد ساخته‌شده توسط نبی اکرم (ص) مسجد النبی است و همچنین می‌گوید اولین نماز جمعه در اسلام در جریان هجرت به حبشه برگزار شد، در حالی که متن بیان می‌کند که نخستین مسجد، مسجد قبا بوده و اولین نماز جمعه در مدینه برگزار شده است.
اولین نماز جمعه‌اى که رسول خدا (ص) با اصحابش تشکیل دادند، هنگامى بود که به مدینه هجرت کرد. حضرت ابتدا مسجد قبا را بنیان نهادند که این اولین مسجد ساخته شده توسط پیامبر بود، سپس نخستین مراسم نماز جمعه در تاریخ اسلام را در آنجا برپا داشت.	پیامبر (ص) در نخستین خطبه نماز جمعه خود، از مردم خواست همواره به یاد خدا باشند و اعمال خویش را برای خدا خالص کنند.	n	اولین نماز جمعه‌ای که رسول خدا (ص) با اصحابش تشکیل دادند، هنگامی بود که به مدینه هجرت کرد. حضرت ابتدا مسجد قبا را بنیان نهادند که این اولین مسجد ساخته‌شده توسط پیامبر بود، سپس نخستین مراسم نماز جمعه در تاریخ اسلام را در آنجا برپا داشت.	پیامبر (ص) در نخستین خطبه نماز جمعه خود، از مردم خواست همواره به یاد خدا باشند و اعمال خویش را برای خدا خالص کنند.	2	چون متن فقط به برگزاری نخستین نماز جمعه و تأسیس مسجد قبا اشاره دارد و هیچ اطلاعاتی درباره محتوای خطبه یا درخواست پیامبر از مردم ارائه نمی‌دهد، بنابراین فرضیه نمی‌تواند به‌طور قطعی از متن نتیجه‌گیری شود.
از جمله کارهایی که پس از روی کار آمدن خلیفه اول صورت گرفت، ممانعت از نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه بود.	مسلمین و صحابه از زمان خلیفه اول، از نوشتن احادیث نبوی منع شدند.	e	از جمله کارهایی که پس از روی کار آمدن خلیفه اول صورت گرفت، ممانعت از نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه بود.	مسلمین و صحابه از زمان خلیفه اول، از نوشتن احادیث نبوی منع شدند.	0	چون متن به وضوح بیان می‌کند که پس از روی کار آمدن خلیفه اول، نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه ممانعت شد، بنابراین فرضیه به درستی این مطلب را بیان می‌کند که آنها از نوشتن احادیث نبوی منع شدند.
از جمله کارهایی که پس از روی کار آمدن خلیفه اول صورت گرفت، ممانعت از نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه بود.	جلوگیری از نوشتن روایات حضرت محمد (ص)، از زمان خلیفه سوم آغاز شد.	c	از جمله کارهایی که پس از روی کار آمدن خلیفه اول صورت گرفت، ممانعت از نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه بود.	جلوگیری از نوشتن روایات حضرت محمد (ص)، از زمان خلیفه سوم آغاز شد.	1	چون متن بیان می‌کند که ممانعت از نوشتن حدیث و سنت نبی اکرم (ص) پس از روی کار آمدن خلیفه اول آغاز شد، در حالی که فرضیه ادعا می‌کند این جلوگیری از زمان خلیفه سوم شروع شده است.
از جمله کارهایی که پس از روی کار آمدن خلیفه اول صورت گرفت، ممانعت از نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه بود.	در عهد پیامبر (ص) بعضی از اصحاب، مجموعه‌هایی از احادیث را تحت عنوان صحیفه داشتند.	n	از جمله کارهایی که پس از روی کار آمدن خلیفه اول صورت گرفت، ممانعت از نوشتن و انتشار حدیث و سنت نبی اکرم (ص) توسط مسلمین و صحابه بود.	در عهد پیامبر (ص) بعضی از اصحاب، مجموعه‌هایی از احادیث را تحت عنوان صحیفه داشتند.	2	چون در متن به ممانعت از نوشتن و انتشار حدیث اشاره شده است، اما فرضیه به وجود مجموعه‌هایی از احادیث در عهد پیامبر (ص) اشاره می‌کند که با هم تناقضی ندارند و بنابراین نمی‌توان نتیجه‌گیری قطعی کرد.
اولین بیعت عقبه در سال ۱۲ بعثت رخ داد که در آن دوازده نفر از اهل یثرب، در عقبه که در نزدیکی منا قرار دارد، با پیامبر اسلام (ص) پیمان بستند که از شرک، زنا، تهمت، دزدی، قتل فرزندان و نافرمانی رسول خدا پرهیز کنند.	نخستین پیمان عقبه در سال دوازدهم بعثت و موضوع آن پیمان میان پیامبر و دوازده نفر از اهل یثرب بود.	e	اولین بیعت عقبه در سال ۱۲ بعثت رخ داد که در آن دوازده نفر از اهل یثرب، در عقبه که در نزدیکی منا قرار دارد، با پیامبر اسلام (ص) پیمان بستند که از شرک، زنا، تهمت، دزدی، قتل فرزندان و نافرمانی رسول خدا پرهیز کنند.	نخستین پیمان عقبه در سال دوازدهم بعثت و موضوع آن پیمان میان پیامبر و دوازده نفر از اهل یثرب بود.	0	چون فرضیه به درستی اشاره به نخستین پیمان عقبه در سال دوازدهم بعثت و موضوع آن می‌کند که همان پیمان میان پیامبر و دوازده نفر از اهل یثرب است، بنابراین فرضیه از متن نتیجه‌گیری می‌شود.
اولین بیعت عقبه در سال ۱۲ بعثت رخ داد که در آن دوازده نفر از اهل یثرب، در عقبه که در نزدیکی منا قرار دارد، با پیامبر اسلام (ص) پیمان بستند که از شرک، زنا، تهمت، دزدی، قتل فرزندان و نافرمانی رسول خدا پرهیز کنند.	در دوازدهمین سال پس از بعثت، نخستین بیعت عقبه با هدف صلح میان مسلمانان و مشرکین اتفاق افتاد.	c	اولین بیعت عقبه در سال ۱۲ بعثت رخ داد که در آن دوازده نفر از اهل یثرب، در عقبه که در نزدیکی منا قرار دارد، با پیامبر اسلام (ص) پیمان بستند که از شرک، زنا، تهمت، دزدی، قتل فرزندان و نافرمانی رسول خدا پرهیز کنند.	در دوازدهمین سال پس از بعثت، نخستین بیعت عقبه با هدف صلح میان مسلمانان و مشرکین اتفاق افتاد.	1	چون فرضیه به دوازدهمین سال پس از بعثت اشاره دارد در حالی که متن بیان می‌کند که اولین بیعت عقبه در سال ۱۲ بعثت رخ داده است، و همچنین هدف این بیعت تنها پرهیز از گناهان بوده و نه صلح میان مسلمانان و مشرکین.
اولین بیعت عقبه در سال ۱۲ بعثت رخ داد که در آن دوازده نفر از اهل یثرب، در عقبه که در نزدیکی منا قرار دارد، با پیامبر اسلام (ص) پیمان بستند که از شرک، زنا، تهمت، دزدی، قتل فرزندان و نافرمانی رسول خدا پرهیز کنند.	پس از پیمان عقبه، رسول خدا (ص) بیعت‌کنندگان را در صورت وفاداری به پیمان، به بهشت بشارت داد.	n	اولین بیعت عقبه در سال ۱۲ بعثت رخ داد که در آن دوازده نفر از اهل یثرب، در عقبه که در نزدیکی منا قرار دارد، با پیامبر اسلام (ص) پیمان بستند که از شرک، زنا، تهمت، دزدی، قتل فرزندان و نافرمانی رسول خدا پرهیز کنند.	پس از پیمان عقبه، رسول خدا (ص) بیعت‌کنندگان را در صورت وفاداری به پیمان، به بهشت بشارت داد.	2	چون در متن به وعده‌های خاصی که رسول خدا (ص) به بیعت‌کنندگان داده باشد اشاره‌ای نشده و فقط به پیمان‌های آن‌ها پرداخته شده است، بنابراین فرضیه نمی‌تواند به طور قطعی از متن نتیجه‌گیری شود.
در روایت « و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم » که از ولی عصر عجل الله فرجه الشریف نقل شده، کلمه « حوادث واقعه» از نظر مشکلات فردی نیست یا بلایای آسمانی و حوادث طبیعی نیست, بلکه معنای بسیار وسیعتر مسائل و مشکلات و رخدادهای اجتماعی را میرساند.	منظور از حوادث واقعه در حدیث «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا»، گرفتاری های اجتماعی است.	e	در روایت «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم» که از ولی‌عصر عجل الله فرجه الشریف نقل‌شده، کلمه «حوادث واقعه» از نظر مشکلات فردی نیست یا بلایای آسمانی و حوادث طبیعی نیست, بلکه معنای بسیار وسیعتر مسائل و مشکلات و رخدادهای اجتماعی را می‌رساند.	منظور از حوادث واقعه در حدیث «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا»، گرفتاری‌های اجتماعی است.	0	چون در متن به وضوح اشاره شده است که کلمه «حوادث واقعه» به مسائل و مشکلات اجتماعی اشاره دارد و فرضیه نیز به همین موضوع پرداخته است، بنابراین فرضیه از متن نتیجه‌گیری می‌شود.
در روایت « و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم » که از ولی عصر عجل الله فرجه الشریف نقل شده، کلمه « حوادث واقعه» از نظر مشکلات فردی نیست یا بلایای آسمانی و حوادث طبیعی نیست, بلکه معنای بسیار وسیعتر مسائل و مشکلات و رخدادهای اجتماعی را میرساند.	در حدیث «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا» منظور از حوادث واقعه، حوادث طبیعی است.	c	در روایت «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم» که از ولی‌عصر عجل الله فرجه الشریف نقل‌شده، کلمه «حوادث واقعه» از نظر مشکلات فردی نیست یا بلایای آسمانی و حوادث طبیعی نیست, بلکه معنای بسیار وسیعتر مسائل و مشکلات و رخدادهای اجتماعی را می‌رساند.	در حدیث «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا» منظور از حوادث واقعه، حوادث طبیعی است.	1	چون در متن به وضوح بیان شده که «حوادث واقعه» به مسائل و مشکلات اجتماعی اشاره دارد و نه به بلایای طبیعی، بنابراین فرضیه که می‌گوید منظور از حوادث، حوادث طبیعی است، با متن تناقض دارد.
در روایت « و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم » که از ولی عصر عجل الله فرجه الشریف نقل شده، کلمه « حوادث واقعه» از نظر مشکلات فردی نیست یا بلایای آسمانی و حوادث طبیعی نیست, بلکه معنای بسیار وسیعتر مسائل و مشکلات و رخدادهای اجتماعی را میرساند.	روایت « و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم » به توقیع شریف معروف است.	n	در روایت «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم» که از ولی‌عصر عجل الله فرجه الشریف نقل‌شده، کلمه «حوادث واقعه» از نظر مشکلات فردی نیست یا بلایای آسمانی و حوادث طبیعی نیست, بلکه معنای بسیار وسیعتر مسائل و مشکلات و رخدادهای اجتماعی را می‌رساند.	روایت «و اما الحوادث الواقعه فارجعوا فیها الی رواه حدیثنا فانهم حجتی علیکم و انا حجه الله علیهم» به توقیع شریف معروف است.	2	چون فرضیه تنها به نام روایت اشاره دارد و هیچ ارتباط مستقیمی با محتوای آن در متن ندارد، بنابراین نمی‌توان به طور قطعی آن را تأیید یا رد کرد.
امام صادق (علیه السلام) می فرماید: «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم» : «هرکس صدای مردی را بشنود که مسلمانان را به یاری می طلبد و به یاری او نشتابد، مسلمان نیست».	حدیث «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم» بیان کننده ی اهمیت کمک و همیاری مسلمانان نسبت به یکدیگر است.	e	امام صادق (علیه‌السلام) می‌فرماید: «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم»: «هرکس صدای مردی را بشنود که مسلمانان را به یاری می‌طلبد و به یاری او نشتابد، مسلمان نیست».	حدیث «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم» بیان‌کننده‌ی اهمیت کمک و همیاری مسلمانان نسبت به یکدیگر است.	0	چون حدیث به وضوح بر اهمیت یاری رساندن مسلمانان به یکدیگر تأکید دارد و عدم پاسخ به ندای کمک به معنای عدم مسلمانی است، بنابراین فرضیه به درستی نتیجه‌گیری شده است.
امام صادق (علیه السلام) می فرماید: «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم» : «هرکس صدای مردی را بشنود که مسلمانان را به یاری می طلبد و به یاری او نشتابد، مسلمان نیست».	حدیث «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم»، درباره ی اهمیت ترک غیبت کردن مسلمانان است.	c	امام صادق (علیه‌السلام) می‌فرماید: «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم»: «هرکس صدای مردی را بشنود که مسلمانان را به یاری می‌طلبد و به یاری او نشتابد، مسلمان نیست».	حدیث «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم»، درباره‌ی اهمیت ترک غیبت کردن مسلمانان است.	1	چون حدیث به اهمیت پاسخ دادن به ندای یاری مسلمانان اشاره دارد و ارتباطی به ترک غیبت کردن ندارد، بنابراین فرضیه با متن تناقض دارد.
امام صادق (علیه السلام) می فرماید: «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم» : «هرکس صدای مردی را بشنود که مسلمانان را به یاری می طلبد و به یاری او نشتابد، مسلمان نیست».	امام صادق (ع) می فرماید: «من لم یهتم بامور المسلمین فلیس منهم»: کسی که اهتمام نکند برای امور مسلمانان از ایشان نیست.	n	امام صادق (علیه‌السلام) می‌فرماید: «من سمع رجلا ینادی یا للمسلمین فلم یجبه فلیس بمسلم»: «هرکس صدای مردی را بشنود که مسلمانان را به یاری می‌طلبد و به یاری او نشتابد، مسلمان نیست».	امام صادق (ع) می‌فرماید: «من لم یهتم بامور المسلمین فلیس منهم»: کسی که اهتمام نکند برای امور مسلمانان از ایشان نیست.	2	چون هر دو جمله به عدم توجه به امور مسلمانان اشاره دارند، اما به صورت متفاوتی بیان شده‌اند و نمی‌توان یکی را به طور مستقیم نتیجه دیگری دانست. بنابراین، ارتباط بین متن و فرضیه خنثی است.
خداوند در آیه ۱۶۵ سوره نساء «رُسُلاً مُبَشِّرینَ وَ مُنْذِرینَ لِئَلاَّ یَکُونَ لِلنَّاسِ عَلَى اللهِ حُجَّةٌ بَعْدَ الرُّسُلِ» میفرماید : «ما این پیامبران را بشارت دهنده و انذار کننده قرار دادیم تا به رحمت و پاداش الهى، مردم را امیدوار سازند و از کیفرهاى او بیم دهند تا اتمام حجت بر آنها شود و بهانه‌اى نداشته باشند».	خداوند در آیه شریفه «رُسُلاً مُبَشِّرینَ وَ مُنْذِرینَ لِئَلاَّ یَکُونَ لِلنَّاسِ عَلَى اللهِ حُجَّةٌ بَعْدَ الرُّسُلِ» با انسان ها اتمام حجت میکند.	e	خداوند در آیه ۱۶۵ سوره نساء «رسلا مبشرین و منذرین لئلا یکون للناس علی الله حجة بعد الرسل» می‌فرماید: «ما این پیامبران را بشارت‌دهنده و انذار کننده قرار دادیم تا به رحمت و پاداش الهی، مردم را امیدوار سازند و از کیفرهای او بیم دهند تا اتمام حجت بر آنها شود و بهانه‌ای نداشته باشند».	خداوند در آیه شریفه «رسلا مبشرین و منذرین لئلا یکون للناس علی الله حجة بعد الرسل» با انسان‌ها اتمام حجت می‌کند.	0	چون در متن به وضوح بیان شده است که خداوند پیامبران را برای اتمام حجت بر مردم فرستاده است و هدف از این کار، ایجاد امید و بیم در آنهاست، بنابراین فرضیه به درستی نتیجه‌گیری شده است.
